Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra,xG Outside Box 1st Half,xG Outside Box 2nd Half,xG Corners 1st Half,xG Corners 2nd Half,xG FKs 1st Half,xG FKs 2nd Half,Shots in Danger Zone,Shots on Target in Danger Zone,Goals in Danger Zone,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
127,am6blpv9h0wzsn8rjv1q0zpp1,195876,A. Díaz,Alejandro Díaz,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,173493,Alejandro,Díaz,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,1,89,26,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,4,4,28,7,13,0.9,1,1,0.36,1,1,0,1,1,2,1,0,2,1,0,0,41,4,1,0,0,1,100.00%,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,6,19,5,28.60%,71.40%,11,7,2,9,15,4,0.00%,1,0.11,1,0,1,1,0,0,0,0.9,0,0.9,0.11,0,0,0.45,2,-,-,34.00%,3,26,14,1,14,,PAC vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,4/23/2022,7u07ertq4mqfut1tkj00ze2ac,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Pacific,HFX Wanderers,HFX,2,1,Played,W 2-1,2276226,PAC vs HFX (2022-04-23),0,0,0,0,0,0,1,0,0,,YRK vs CAV,FALSE,TRUE,FALSE,FALSE,TRUE,4/22/2022,7trwq4h9nn6ifmk2gistxo5ck,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Cavalry,York United,YRK,0,2,Played,L 0-2,2276224,YRK vs CAV (2022-04-22)
127,am6blpv9h0wzsn8rjv1q0zpp1,195876,A. Díaz,Alejandro Díaz,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,173493,Alejandro,Díaz,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,1,77,26,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,21,2,9,0.26,0,0,0.08,0,0,0,1,1,0,0,0,5,0,1,0,33,5,0,2,1,3,66.70%,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,2,13,6,38.10%,52.40%,4,7,0,11,9,1,66.70%,3,0.39,0,1,1,1,1,1,0.26,0,0.26,0,0.26,1,0,0.13,2,1,1,44.10%,3,15,10,2,10,,EDM vs PAC,FALSE,TRUE,FALSE,TRUE,FALSE,4/28/2022,7u8xsns4wvcrxlyqm50founf8,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,0,0,Played,T 0-0,2276228,EDM vs PAC (2022-04-28),0.02,0.06,0,0,0.02,0,0,0,0,,EDM vs PAC,TRUE,FALSE,FALSE,TRUE,FALSE,4/28/2022,7u8xsns4wvcrxlyqm50founf8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Edmonton,Pacific,PAC,0,0,Played,T 0-0,2276228,EDM vs PAC (2022-04-28)
127,am6blpv9h0wzsn8rjv1q0zpp1,195876,A. Díaz,Alejandro Díaz,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,173493,Alejandro,Díaz,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,1,84,26,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,17,5,8,0.03,0,0,0.01,0,0,0,1,1,2,0,0,4,1,0,0,28,6,0,0,0,0,-,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,14,1,13,3,17.60%,76.50%,8,4,1,7,9,1,25.00%,4,0.71,0,1,0,0,0,0,0,0.03,0,0.03,0.03,1,0,0.03,1,0,0,39.30%,1,24,15,3,15,,CAV vs PAC,FALSE,TRUE,FALSE,FALSE,TRUE,5/1/2022,7ur4orlhisk0fcdshmcs4pdsk,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Pacific,Cavalry,CAV,0,2,Played,L 0-2,2276232,CAV vs PAC (2022-05-01),0.02,0.02,0,0,0,0,0,0,0,,CAV vs PAC,TRUE,FALSE,TRUE,FALSE,FALSE,5/1/2022,7ur4orlhisk0fcdshmcs4pdsk,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Cavalry,Pacific,PAC,2,0,Played,W 2-0,2276232,CAV vs PAC (2022-05-01)
127,am6blpv9h0wzsn8rjv1q0zpp1,195876,A. Díaz,Alejandro Díaz,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,173493,Alejandro,Díaz,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,1,73,26,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,6,3,22,2,11,0.83,1,0,0.04,2,0,0,1,1,0,0,0,2,0,0,0,36,4,0,1,1,3,50.00%,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,1,10,4,27.30%,59.10%,3,10,0,14,8,0,100.00%,1,1.04,1,0,1,1,1,1,0.83,0,0.83,0,0.83,1,0,0.28,3,-,-,55.80%,0,17,11,2,11,,PAC vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,5/14/2022,7vii4aj34j5iypa2x4aeprbx0,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,2,1,Played,W 2-1,2276238,PAC vs EDM (2022-05-14),0.05,0.03,0,0,0.04,0.03,0,0,0,,CAV vs PAC,FALSE,TRUE,FALSE,FALSE,TRUE,5/1/2022,7ur4orlhisk0fcdshmcs4pdsk,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Pacific,Cavalry,CAV,0,2,Played,L 0-2,2276232,CAV vs PAC (2022-05-01)
127,am6blpv9h0wzsn8rjv1q0zpp1,195876,A. Díaz,Alejandro Díaz,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,173493,Alejandro,Díaz,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,1,90,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,39,9,20,0.08,0,0,0.02,0,0,0,1,1,1,0,0,3,1,0,0,54,5,0,1,1,3,50.00%,1,0,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,21,5,28,3,38.50%,74.40%,16,9,4,13,22,4,0.00%,2,0.67,0,2,1,1,0,2,0.08,0,0.08,0,0.08,1,0,0.08,1,0,0,38.60%,1,16,10,2,10,,PAC vs YRK,TRUE,FALSE,FALSE,TRUE,FALSE,5/21/2022,7vv5bqozh7lrbsj0ahldextlg,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Pacific,York United,YRK,0,0,Played,T 0-0,2276241,PAC vs YRK (2022-05-21),0,0,0,0,0,0,2,2,1,,YRK vs CAV,TRUE,FALSE,TRUE,FALSE,FALSE,4/22/2022,7trwq4h9nn6ifmk2gistxo5ck,41ewt71n8fqwy6trsqta1bjvu,15381,15381,York United,Cavalry,CAV,2,0,Played,W 2-0,2276224,YRK vs CAV (2022-04-22)
127,am6blpv9h0wzsn8rjv1q0zpp1,195876,A. Díaz,Alejandro Díaz,Centre Forward,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,173493,Alejandro,Díaz,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Pacific,1,90,26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,16,4,10,0.03,0,1,0.26,0,1,0,1,1,0,0,0,1,0,1,1,21,7,0,0,0,0,0.00%,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9,0,12,0,43.80%,87.50%,9,5,0,6,10,0,25.00%,4,2.01,0,0,0,0,0,0,0.03,0,0.03,0,0.03,0,0,0.03,1,-,-,40.00%,2,24,14,1,14,,ATO vs PAC,FALSE,TRUE,FALSE,FALSE,TRUE,6/5/2022,7wy39t7s4ahfcd8vhnv13q2hg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Pacific,Atlético Ottawa,ATO,1,2,Played,L 1-2,2276250,ATO vs PAC (2022-06-05),0.07,0,0,0,0,0,0,0,0,,CAV vs PAC,TRUE,FALSE,TRUE,FALSE,FALSE,5/1/2022,7ur4orlhisk0fcdshmcs4pdsk,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Cavalry,Pacific,PAC,2,0,Played,W 2-0,2276232,CAV vs PAC (2022-05-01)
127,4ezd4d37kbb1249qd7bvi0dzp,294422,J. Dixon,Jamar Dixon,Defensive Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,208512,Jamar,Dixon,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Pacific,1,90,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,57,25,25,0,0,0,0.03,0,0,0,1,1,0,0,0,7,0,0,0,69,2,2,3,0,5,83.30%,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,16,43,1,33.30%,87.70%,35,5,10,7,39,11,100.00%,1,2.01,0,0,4,4,0,1,0,0,0,0,0,1,1,-,0,-,-,40.00%,2,24,14,2,14,,ATO vs PAC,FALSE,TRUE,FALSE,FALSE,TRUE,6/5/2022,7wy39t7s4ahfcd8vhnv13q2hg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Pacific,Atlético Ottawa,ATO,1,2,Played,L 1-2,2276250,ATO vs PAC (2022-06-05),0.03,0.05,0,0,0,0,0,0,0,,ATO vs PAC,FALSE,TRUE,TRUE,FALSE,FALSE,5/7/2022,7v9u5fh5vipqr6u1sv48vh2j8,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Pacific,Atlético Ottawa,ATO,1,0,Played,W 1-0,2276236,ATO vs PAC (2022-05-07)
127,7t6lyj5pvvgzfscj775acuqc5,233123,M. Bustos,Marco Bustos,Right Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,173165,Marco,Bustos,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Pacific,1,85,26,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,2,22,3,13,0.04,0,1,0.25,0,1,1,0,1,4,0,0,5,1,0,0,39,4,3,0,3,6,100.00%,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17,6,16,0,22.70%,72.70%,7,9,0,11,9,2,0.00%,1,1.07,0,2,2,2,3,1,0,0.04,0,0.04,0.04,0,0,0.04,1,0.5,0,16.10%,4,33,16,1,16,,PAC vs FOR,TRUE,FALSE,TRUE,FALSE,FALSE,4/10/2022,7t6qnou0e2gtfpj8k9tq70x04,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Pacific,Forge,FOR,2,1,Played,W 2-1,2276219,PAC vs FOR (2022-04-10),0,0,0,0,0,0,0,0,0,,FOR vs CAV,FALSE,TRUE,FALSE,TRUE,FALSE,4/16/2022,7tjgzzc4kxv7fgknwv8qd2djo,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Cavalry,Forge,FOR,2,2,Played,T 2-2,2276222,FOR vs CAV (2022-04-16)
127,7t6lyj5pvvgzfscj775acuqc5,233123,M. Bustos,Marco Bustos,Right Winger,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,173165,Marco,Bustos,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Winger,Pacific,1,90,26,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,49,10,36,0.34,0,0,0.04,1,0,0,1,1,6,2,2,8,5,1,1,69,4,0,0,0,0,-,0,0,5,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,43,1,25,7,28.60%,93.90%,19,26,1,28,20,1,100.00%,2,1.1,0,3,0,0,0,0,0.34,0,0.34,0,0.34,1,0,0.17,2,0.33,0,55.80%,5,17,11,5,11,,PAC vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,5/14/2022,7vii4aj34j5iypa2x4aeprbx0,73xrv2025rnj0t3y9ayp83bec,6925,6925,Pacific,Edmonton,EDM,2,1,Played,W 2-1,2276238,PAC vs EDM (2022-05-14),0.02,0.05,0.02,0,0,0,0,0,0,,EDM vs VAL,FALSE,TRUE,FALSE,TRUE,FALSE,4/10/2022,7t13lsa9fnok0ki08pgmy4a38,73xrv2025rnj0t3y9ayp83bec,6925,6925,Valour,Edmonton,EDM,1,1,Played,T 1-1,2276218,EDM vs VAL (2022-04-10)
127,7t6lyj5pvvgzfscj775acuqc5,233123,M. Bustos,Marco Bustos,Centre Attacking Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,173165,Marco,Bustos,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Attacking Midfielder,Pacific,1,90,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,42,15,20,0.05,0,0,0.05,0,0,0,1,1,1,0,0,7,1,0,0,57,2,2,0,0,2,100.00%,0,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,9,25,7,21.40%,83.30%,19,12,4,14,22,6,50.00%,4,2.01,0,3,1,1,0,1,0,0.05,0,0.05,0.05,1,0,0.05,1,0.33,0.33,40.00%,2,24,14,4,14,,ATO vs PAC,FALSE,TRUE,FALSE,FALSE,TRUE,6/5/2022,7wy39t7s4ahfcd8vhnv13q2hg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Pacific,Atlético Ottawa,ATO,1,2,Played,L 1-2,2276250,ATO vs PAC (2022-06-05),0,0,0,0,0,0,0,0,0,,EDM vs CAV,FALSE,TRUE,TRUE,FALSE,FALSE,5/7/2022,7v1exwbamyw4d18c7jr6a7b4k,73xrv2025rnj0t3y9ayp83bec,6925,6925,Cavalry,Edmonton,EDM,3,0,Played,W 3-0,2276234,EDM vs CAV (2022-05-07)
127,apavbqkzwn6ik22hi8d8mo1qt,227291,M. Tissot,Maxim Tissot,Left Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,153578,Maxim,Tissot,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Atlético Ottawa,1,90,30,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,2,41,19,16,0.12,0,0,0.06,0,0,0,1,1,0,0,0,4,0,0,0,64,3,2,0,0,2,100.00%,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,22,12,30,3,36.60%,85.40%,19,10,6,11,22,8,33.30%,3,3.82,0,3,0,0,1,1,0.07,0.05,0.07,0.05,0.12,1,1,0.06,2,0,0,54.80%,0,11,12,0,12,,ATO vs VAL,TRUE,FALSE,FALSE,FALSE,TRUE,4/24/2022,7u4m1n8m79feixw87wrpd6vis,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Atlético Ottawa,Valour,VAL,1,6,Played,L 1-6,2276227,ATO vs VAL (2022-04-24),0.02,0,0.02,0,0,0,0,0,0,,ATO vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,4/16/2022,7tezpc35kcxh7vuq3gncvjvo4,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Atlético Ottawa,HFX Wanderers,HFX,1,0,Played,W 1-0,2276221,ATO vs HFX (2022-04-16)
127,apavbqkzwn6ik22hi8d8mo1qt,227291,M. Tissot,Maxim Tissot,Left Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,153578,Maxim,Tissot,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Atlético Ottawa,1,90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,33,8,16,0,0,0,0.08,0,0,0,1,1,2,0,0,3,1,0,0,56,6,1,0,0,4,100.00%,3,3,7,2,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,11,17,28,0,45.50%,72.70%,16,4,4,6,19,8,-,0,1.53,0,1,3,3,1,0,0,0,0,0,0,1,0,-,0,1,1,14.30%,1,26,25,1,25,,YRK vs ATO,FALSE,TRUE,FALSE,TRUE,FALSE,4/29/2022,7ud9jfd1i3ydlzce7aiua7x90,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Atlético Ottawa,York United,YRK,2,2,Played,T 2-2,2276229,YRK vs ATO (2022-04-29),0,0,0,0,0,0,0,0,0,,FOR vs CAV,TRUE,FALSE,FALSE,TRUE,FALSE,4/16/2022,7tjgzzc4kxv7fgknwv8qd2djo,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Forge,Cavalry,CAV,2,2,Played,T 2-2,2276222,FOR vs CAV (2022-04-16)
127,apavbqkzwn6ik22hi8d8mo1qt,227291,M. Tissot,Maxim Tissot,Left Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,153578,Maxim,Tissot,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Atlético Ottawa,1,69,30,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,28,11,13,0.11,0,0,0.08,0,0,0,1,1,0,0,0,1,0,0,0,46,3,0,0,2,4,0.00%,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,7,23,1,28.60%,85.70%,14,8,2,9,16,3,100.00%,1,0.14,0,3,3,3,1,0,0.11,0,0.11,0,0.11,1,0,0.11,1,0.33,0.33,42.20%,0,18,8,0,8,,ATO vs PAC,TRUE,FALSE,TRUE,FALSE,FALSE,6/5/2022,7wy39t7s4ahfcd8vhnv13q2hg,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,2,1,Played,W 2-1,2276250,ATO vs PAC (2022-06-05),0,0,0,0,0,0,1,0,0,,HFX vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,4/30/2022,7uhzvzsjqt3x7sbx714u496ok,73xrv2025rnj0t3y9ayp83bec,6925,6925,HFX Wanderers,Edmonton,EDM,3,1,Played,W 3-1,2276230,HFX vs EDM (2022-04-30)
127,cseaof8mo75i2fufyg0b4bpat,179163,F. Aird,Fraser Aird,Right Back,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,133078,Fraser,Aird,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Cavalry,1,90,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,28,5,14,0,0,0,0.26,0,1,1,0,1,1,0,0,4,1,0,0,53,4,0,0,3,3,0.00%,0,0,7,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,19,16,18,1,64.30%,67.90%,9,5,5,6,13,9,50.00%,2,0.71,0,8,1,1,2,0,0,0,0,0,0,1,0,-,0,0.13,0,37.50%,0,22,13,0,13,,CAV vs PAC,TRUE,FALSE,TRUE,FALSE,FALSE,5/1/2022,7ur4orlhisk0fcdshmcs4pdsk,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Cavalry,Pacific,PAC,2,0,Played,W 2-0,2276232,CAV vs PAC (2022-05-01),0,0.06,0,0.01,0,0,0,0,0,,ATO vs PAC,TRUE,FALSE,FALSE,FALSE,TRUE,5/7/2022,7v9u5fh5vipqr6u1sv48vh2j8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,0,1,Played,L 0-1,2276236,ATO vs PAC (2022-05-07)
127,g2i7tap1jusx5t2mnbfbns2d,227945,C. Trafford,Charlie Trafford,Defensive Midfielder,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,169366,Charlie,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Cavalry,1,66,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,38,24,12,0,0,0,0.04,0,0,0,1,1,0,0,0,5,0,0,0,54,2,2,1,1,6,100.00%,2,1,4,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,16,27,0,23.70%,94.70%,18,8,10,8,19,11,-,0,0.41,0,0,3,3,3,0,0,0,0,0,0,1,0,-,0,-,-,21.20%,1,11,13,0,13,,CAV vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,6/11/2022,7x6a13297w4yer6wc2w65wphw,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Cavalry,HFX Wanderers,HFX,1,0,Played,W 1-0,2276252,CAV vs HFX (2022-06-11),0,0,0,0,0,0.06,1,1,1,,YRK vs ATO,TRUE,FALSE,FALSE,TRUE,FALSE,4/29/2022,7ud9jfd1i3ydlzce7aiua7x90,dn8tjhuq0bax4dgixqvluhzze,16614,16614,York United,Atlético Ottawa,ATO,2,2,Played,T 2-2,2276229,YRK vs ATO (2022-04-29)
127,8ad2vcq9xcul0kkfms8qo0wk5,276111,A. Achinioti-Jönsson,Alexander Achinioti-Jonsson,Defensive Midfielder,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,183434,Alexander,Achinioti-Jonsson,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Forge,1,90,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,103,72,25,0,0,0,0.75,0,1,1,0,1,1,0,0,7,0,0,0,116,3,1,2,1,4,100.00%,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,55,57,1,33.00%,94.20%,49,2,46,2,53,48,75.00%,4,0,0,0,3,3,1,0,0,0,0,0,0,1,0,-,0,-,-,39.50%,0,13,11,0,11,,FOR vs EDM,TRUE,FALSE,TRUE,FALSE,FALSE,4/23/2022,7tw4hh5toufvrtjk0srugqexg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Forge,Edmonton,EDM,3,0,Played,W 3-0,2276225,FOR vs EDM (2022-04-23),0.03,0.03,0,0,0,0,0,0,0,,VAL vs HFX,TRUE,FALSE,FALSE,TRUE,FALSE,5/7/2022,7v5k14cw4jq747xcvp00ya13o,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Valour,HFX Wanderers,HFX,0,0,Played,T 0-0,2276235,VAL vs HFX (2022-05-07)
