Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
292,ykzkzazvga55do4buqq0quhh,160087,A. Morgan,Ashtone Morgan,Left Centre Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,95630,Ashtone,Morgan,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Forge,1,90,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54,29,21,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,61,1,0,1,1,4,100.00%,2,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,21,35,0,29.60%,92.60%,30,5,15,5,31,18,-,0,0.5,0,0,1,1,3,0,0,0,0,0,0,0,0,-,0,-,-,53.80%,1,12,14,2,14,,FOR vs ATO,TRUE,FALSE,FALSE,TRUE,FALSE,5/14/2022,7ve593zeywji6ty225c3mb9ck,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Forge,Atlético Ottawa,ATO,1,1,Played,T 1-1,2276237,FOR vs ATO (2022-05-14)
292,cqu6f2gdqsceak3ifi433tyvp,238810,J. Gagnon-Laparé,Jérémy Gagnon-Laparé,Central Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,170868,Jérémy,Gagnon-Laparé,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,HFX Wanderers,1,45,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,26,17,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32,3,1,1,1,3,100.00%,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,8,12,12,0,26.90%,80.80%,10,4,7,5,12,9,-,0,3.1,0,1,2,2,0,1,0,0,0,0,0,0,0,-,0,0,0,33.30%,0,27,22,0,22,,HFX vs FOR,TRUE,FALSE,FALSE,FALSE,TRUE,5/20/2022,7w7dgxwol442zyz8grc7u1ams,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,HFX Wanderers,Forge,FOR,0,4,Played,L 0-4,2276244,HFX vs FOR (2022-05-20)
292,16q3kpp7uxqjn9993xd5woauh,323646,D. Gutiérrez,Diego Gutiérrez,Right Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,213571,Diego,Gutiérrez,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Valour,1,22,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,14,7,3,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,26,2,0,0,0,0,-,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,9,12,0,50.00%,71.40%,5,0,5,1,7,6,-,0,5.2,0,2,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,32.30%,0,31,16,0,16,,PAC vs VAL,FALSE,TRUE,FALSE,FALSE,TRUE,4/17/2022,7tnrk7s1kn6cat4od23gqvl04,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Valour,Pacific,PAC,2,3,Played,L 2-3,2276223,PAC vs VAL (2022-04-17)
292,16q3kpp7uxqjn9993xd5woauh,323646,D. Gutiérrez,Diego Gutiérrez,Defensive Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,213571,Diego,Gutiérrez,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Valour,1,90,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,49,23,17,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,73,5,5,2,2,10,87.50%,1,0,11,0,2,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,21,26,26,0,30.60%,81.60%,17,10,13,12,22,15,100.00%,1,1.6,0,4,6,6,2,2,0.02,0,0.02,0,0.02,0,0,0.02,1,0,-,48.80%,4,32,18,0,18,,CAV vs VAL,FALSE,TRUE,FALSE,FALSE,TRUE,5/21/2022,7vz7ogr3qot0jitz8g3mi79jo,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Valour,Cavalry,CAV,1,2,Played,L 1-2,2276242,CAV vs VAL (2022-05-21)
292,16q3kpp7uxqjn9993xd5woauh,323646,D. Gutiérrez,Diego Gutiérrez,Defensive Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,213571,Diego,Gutiérrez,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Valour,1,90,25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,46,23,14,0,0,0,0,0,0,0,0,0,2,0,0,10,1,0,0,65,6,1,4,1,8,100.00%,2,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,6,12,47,1,30.40%,80.40%,29,3,5,3,37,6,50.00%,4,0.8,0,1,3,3,4,1,0,0.02,0,0.02,0.02,0,0,0.02,1,0,-,32.40%,0,15,13,1,13,,PAC vs VAL,FALSE,TRUE,FALSE,TRUE,FALSE,5/28/2022,7wbfumbhncegii9hi6bdw2zv8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Valour,Pacific,PAC,2,2,Played,T 2-2,2276245,PAC vs VAL (2022-05-28)
292,63rmd2xbr48c0zzvsj6bn3651,232813,C. Mannella,Chris Mannella,Central Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,197142,Chris,Mannella,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Atlético Ottawa,1,14,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,0.1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,11,1,0,1,0,1,100.00%,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,1,12.50%,100.00%,5,2,1,2,5,1,-,0,3.8,0,0,1,1,0,0,0.09,0,0.09,0,0.09,0,0,0.09,1,-,-,54.80%,1,11,12,1,12,,ATO vs VAL,TRUE,FALSE,FALSE,FALSE,TRUE,4/24/2022,7u4m1n8m79feixw87wrpd6vis,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Atlético Ottawa,Valour,VAL,1,6,Played,L 1-6,2276227,ATO vs VAL (2022-04-24)
292,63rmd2xbr48c0zzvsj6bn3651,232813,C. Mannella,Chris Mannella,Right Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,197142,Chris,Mannella,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Back,Atlético Ottawa,1,43,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,1,0,1,1,3,50.00%,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,9,0,42.90%,64.30%,6,0,3,1,9,4,-,0,1.5,0,0,3,3,0,0,0,0,0,0,0,0,1,-,0,-,-,14.30%,1,26,25,0,25,,YRK vs ATO,FALSE,TRUE,FALSE,TRUE,FALSE,4/29/2022,7ud9jfd1i3ydlzce7aiua7x90,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Atlético Ottawa,York United,YRK,2,2,Played,T 2-2,2276229,YRK vs ATO (2022-04-29)
292,63rmd2xbr48c0zzvsj6bn3651,232813,C. Mannella,Chris Mannella,Central Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,197142,Chris,Mannella,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Atlético Ottawa,1,6,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0.00%,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,1,40.00%,100.00%,3,1,1,1,3,1,0.00%,1,1.2,0,0,0,0,0,0,0.11,0,0.11,0,0.11,0,0,0.11,1,-,-,42.90%,0,25,11,0,11,,ATO vs PAC,TRUE,FALSE,FALSE,FALSE,TRUE,5/7/2022,7v9u5fh5vipqr6u1sv48vh2j8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,0,1,Played,L 0-1,2276236,ATO vs PAC (2022-05-07)
292,etxxyk4izi97gchj7fo58ogd1,159439,A. Jean-Baptiste,Andrew Jean-Baptiste,Left Centre Back,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,110665,Andrew,Jean-Baptiste,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Valour,1,32,29,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,18,15,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24,2,0,0,1,3,-,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,6,1,11.10%,88.90%,5,0,11,0,6,12,66.70%,3,0.7,0,0,3,3,0,0,0,0.05,0,0.05,0.05,0,0,0.05,1,-,-,42.30%,0,29,13,0,13,,ATO vs VAL,FALSE,TRUE,TRUE,FALSE,FALSE,4/24/2022,7u4m1n8m79feixw87wrpd6vis,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Valour,Atlético Ottawa,ATO,6,1,Played,W 6-1,2276227,ATO vs VAL (2022-04-24)
292,bwozu57m3yt2hypmbqe1hlbyt,313308,M. Dyer,Moses Dyer,Centre Forward,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,210152,Moses,Dyer,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Valour,1,90,25,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,6,2,23,7,8,0.9,1,0,0,1,0,0,0,0,4,1,0,7,0,0,0,46,10,0,2,0,3,100.00%,1,1,6,1,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,22,4,20,5,34.80%,65.20%,8,6,1,10,11,2,33.30%,3,5.2,1,0,1,1,2,0,0,0.85,0,0.85,0.06,0,0,0.43,2,-,-,32.30%,3,31,16,2,16,,PAC vs VAL,FALSE,TRUE,FALSE,FALSE,TRUE,4/17/2022,7tnrk7s1kn6cat4od23gqvl04,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Valour,Pacific,PAC,2,3,Played,L 2-3,2276223,PAC vs VAL (2022-04-17)
292,bwozu57m3yt2hypmbqe1hlbyt,313308,M. Dyer,Moses Dyer,Centre Forward,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,210152,Moses,Dyer,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Valour,1,90,25,0,0,0,2,1,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,12,1,21,2,6,0.2,0,0,0,0,0,0,0,0,5,0,0,5,2,0,0,43,13,0,0,1,2,-,1,1,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,1,18,5,38.10%,38.10%,5,3,0,7,14,0,28.60%,7,1.4,0,0,1,1,1,0,0.18,0.05,0.18,0.05,0.23,0,0,0.04,6,-,-,39.60%,3,26,21,1,21,,VAL vs HFX,TRUE,FALSE,FALSE,TRUE,FALSE,5/7/2022,7v5k14cw4jq747xcvp00ya13o,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Valour,HFX Wanderers,HFX,0,0,Played,T 0-0,2276235,VAL vs HFX (2022-05-07)
292,1jw8ni6v99xnlou4wf0j47dnt,327118,T. Warschewski,Tobias Warschewski,Right Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,228664,Tobias,Warschewski,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Edmonton,1,90,24,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,5,1,18,3,9,0.3,1,0,0,0,0,0,0,0,12,0,0,10,4,0,0,56,15,0,2,0,2,100.00%,0,0,6,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,25,3,28,3,55.60%,66.70%,7,5,0,5,12,1,100.00%,2,1,0,3,0,0,2,0,0.26,0,0.26,0,0.26,0,0,0.13,2,0,0,36.40%,1,34,23,0,23,,EDM vs VAL,TRUE,FALSE,FALSE,TRUE,FALSE,4/10/2022,7t13lsa9fnok0ki08pgmy4a38,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Edmonton,Valour,VAL,1,1,Played,T 1-1,2276218,EDM vs VAL (2022-04-10)
292,1jw8ni6v99xnlou4wf0j47dnt,327118,T. Warschewski,Tobias Warschewski,Right Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,228664,Tobias,Warschewski,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Edmonton,1,75,24,0,1,0,1,0,1,0,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,1,16,4,9,0.1,0,0,0,0,0,0,0,0,6,0,0,4,2,0,0,50,12,0,0,2,3,0.00%,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,19,6,25,0,37.50%,81.30%,11,1,1,3,12,1,25.00%,4,1.5,0,6,1,1,2,0,0.01,0.11,0.01,0.11,0.12,0,0,0.03,4,0.17,0.33,43.50%,6,22,19,1,19,,EDM vs YRK,TRUE,FALSE,FALSE,TRUE,FALSE,4/16/2022,7tau4kgx1n5aze0tnawvhyq6s,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Edmonton,York United,YRK,1,1,Played,T 1-1,2276220,EDM vs YRK (2022-04-16)
292,1jw8ni6v99xnlou4wf0j47dnt,327118,T. Warschewski,Tobias Warschewski,Right Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,228664,Tobias,Warschewski,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Edmonton,1,71,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,21,6,8,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,45,10,0,1,2,3,100.00%,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,15,7,23,2,19.00%,66.70%,10,4,0,7,14,0,0.00%,1,3.2,0,2,1,1,2,0,0,0,0,0,0,0,0,-,0,0,0,29.70%,1,22,11,3,11,,FOR vs EDM,FALSE,TRUE,FALSE,FALSE,TRUE,4/23/2022,7tw4hh5toufvrtjk0srugqexg,c2pdzdl3dgf5b0siidn2ay5ii,15377,15377,Edmonton,Forge,FOR,0,3,Played,L 0-3,2276225,FOR vs EDM (2022-04-23)
292,1jw8ni6v99xnlou4wf0j47dnt,327118,T. Warschewski,Tobias Warschewski,Centre Forward,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,228664,Tobias,Warschewski,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Edmonton,1,90,24,0,0,0,1,1,0,1,1,2,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,3,4,0,24,6,14,0.9,1,0,0,1,0,0,0,0,4,1,0,10,1,0,0,59,7,1,1,1,3,66.70%,0,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,30,4,25,5,25.00%,83.30%,10,10,0,12,12,0,50.00%,2,2.5,1,3,1,1,1,1,0.06,0.85,0.06,0.85,0.12,0,1,0.18,5,0,0,35.70%,2,15,14,1,14,,EDM vs ATO,TRUE,FALSE,FALSE,FALSE,TRUE,5/22/2022,7w3cr8d8o97ighxffac7o2qdw,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,1,2,Played,L 1-2,2276243,EDM vs ATO (2022-05-22)
292,6mmfo5q4m9zdbpl1cgqv5muhh,166464,K. Alemán,Keven Alemán,Left Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,164958,Keven,Alemán,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Atlético Ottawa,1,79,28,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,25,7,11,0,0,0,0,0,0,0,0,0,5,0,0,7,2,1,0,45,8,2,0,1,3,66.70%,0,0,3,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,8,26,0,20.00%,72.00%,8,7,3,7,15,3,33.30%,3,1.3,0,0,2,2,1,0,0.04,0,0.04,0,0.04,0,0,0.04,1,-,-,43.50%,0,17,26,0,26,,ATO vs CAV,TRUE,FALSE,TRUE,FALSE,FALSE,4/9/2022,7svngikxjdp572w3h94c27hg4,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Atlético Ottawa,Cavalry,CAV,1,0,Played,W 1-0,2276217,ATO vs CAV (2022-04-09)
292,6mmfo5q4m9zdbpl1cgqv5muhh,166464,K. Alemán,Keven Alemán,Left Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,164958,Keven,Alemán,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Atlético Ottawa,1,59,28,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,19,8,9,0.1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,30,5,0,1,0,1,50.00%,0,0,4,1,0,1,1,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,11,2,17,2,10.50%,89.50%,10,5,2,6,11,2,-,0,3.8,0,2,0,0,1,0,0.13,0,0.13,0,0.13,0,0,0.13,1,0,0,54.80%,1,11,12,2,12,,ATO vs VAL,TRUE,FALSE,FALSE,FALSE,TRUE,4/24/2022,7u4m1n8m79feixw87wrpd6vis,dd2vf0yzjm7jm7cak9tf11sa2,15378,15378,Atlético Ottawa,Valour,VAL,1,6,Played,L 1-6,2276227,ATO vs VAL (2022-04-24)
292,6mmfo5q4m9zdbpl1cgqv5muhh,166464,K. Alemán,Keven Alemán,Left Attacking Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,164958,Keven,Alemán,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Atlético Ottawa,1,17,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,2,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,11,3,1,0,1,2,50.00%,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,33.30%,66.70%,2,1,1,2,2,2,-,0,1.5,0,0,2,2,0,0,0,0,0,0,0,0,0,-,0,-,-,14.30%,0,26,25,0,25,,YRK vs ATO,FALSE,TRUE,FALSE,TRUE,FALSE,4/29/2022,7ud9jfd1i3ydlzce7aiua7x90,cqthcpums3aas2tdy0qhlkuwa,15382,15382,Atlético Ottawa,York United,YRK,2,2,Played,T 2-2,2276229,YRK vs ATO (2022-04-29)
292,6mmfo5q4m9zdbpl1cgqv5muhh,166464,K. Alemán,Keven Alemán,Left Attacking Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,164958,Keven,Alemán,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Atlético Ottawa,1,6,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,8,2,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,0,50.00%,50.00%,1,0,0,0,2,0,100.00%,1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,42.90%,0,25,11,0,11,,ATO vs PAC,TRUE,FALSE,FALSE,FALSE,TRUE,5/7/2022,7v9u5fh5vipqr6u1sv48vh2j8,b3436h8h14zw7f1uv6w9vqf6y,15380,15380,Atlético Ottawa,Pacific,PAC,0,1,Played,L 0-1,2276236,ATO vs PAC (2022-05-07)
292,lu6un7dbprss3ptkqtv9tk9,285484,B. Tabla,Ballou Tabla,Right Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,225063,Ballou,Tabla,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Atlético Ottawa,1,58,23,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,19,7,9,0.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,29,1,0,0,1,1,-,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,20,1,15.80%,84.20%,11,3,2,3,14,2,-,0,1.3,0,1,0,0,1,0,0.17,0,0.17,0,0.17,0,0,0.09,2,0,0,43.50%,0,17,26,0,26,,ATO vs CAV,TRUE,FALSE,TRUE,FALSE,FALSE,4/9/2022,7svngikxjdp572w3h94c27hg4,41ewt71n8fqwy6trsqta1bjvu,15381,15381,Atlético Ottawa,Cavalry,CAV,1,0,Played,W 1-0,2276217,ATO vs CAV (2022-04-09)
292,lu6un7dbprss3ptkqtv9tk9,285484,B. Tabla,Ballou Tabla,Right Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,225063,Ballou,Tabla,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Atlético Ottawa,1,70,23,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,28,8,13,0.1,0,0,0,0,0,0,0,0,2,1,1,7,1,0,0,44,2,0,0,1,1,0.00%,0,0,8,0,0,0,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17,4,23,2,35.70%,75.00%,13,5,3,9,16,3,-,0,1,0,3,0,0,1,0,0.09,0,0.09,0,0.09,0,0,0.09,1,0.33,0.33,30.00%,2,20,11,1,11,,ATO vs HFX,TRUE,FALSE,TRUE,FALSE,FALSE,4/16/2022,7tezpc35kcxh7vuq3gncvjvo4,5gmx3o5y2oc0i6rowjwtu7jvu,15376,15376,Atlético Ottawa,HFX Wanderers,HFX,1,0,Played,W 1-0,2276221,ATO vs HFX (2022-04-16)
